section_id,topic_id,section_name,section_title,section_paper,section_icon,topic_title,topic_prompt,learning_objectives,examples
,3.2.1.4b,particle_interactions,3.2.1 Particle Physics & Interactions,Paper 1,atom,Exchange particles,"Do you understand the concept of exchange particles (gauge bosons) mediating forces? Can you name the exchange particles for the strong and weak nuclear forces and the electromagnetic force (gluons, W/Z bosons, virtual photons)?",Understand exchange particle concept|Name exchange particles for each force|Explain how forces are mediated|Distinguish real from virtual particles,"Strong force: gluons|Electromagnetic: virtual photons|Weak force: W⁺, W⁻, Z⁰ bosons|Gravity: gravitons (theoretical)"
,3.2.1.4c,particle_interactions,3.2.1 Particle Physics & Interactions,Paper 1,atom,Feynman diagrams,"Can you draw and interpret simple Feynman diagrams representing particle interactions, such as electron-electron scattering or beta decay?",Draw simple Feynman diagrams|Interpret particle interaction diagrams|Represent electromagnetic interactions|Represent weak interactions,e⁻ + e⁻ → e⁻ + e⁻ (photon exchange)|n → p + e⁻ + ν̄ₑ (W⁻ boson)|Wavy lines: photons|Straight lines: fermions
,3.2.1.5a,particle_interactions,3.2.1 Particle Physics & Interactions,Paper 1,atom,Hadrons vs Leptons,"Can you classify particles into the two main groups: hadrons (which feel the strong force, e.g., protons, neutrons) and leptons (which do not, e.g., electrons, neutrinos)?",Define hadrons and their properties|Define leptons and their properties|Classify particles into hadrons/leptons|Explain strong force interaction,"Hadrons: protons, neutrons, pions, kaons|Leptons: electrons, muons, taus, neutrinos|Hadrons feel strong force|Leptons don't feel strong force"
,3.2.1.5b,particle_interactions,3.2.1 Particle Physics & Interactions,Paper 1,atom,Baryons and mesons,"Can you further classify hadrons into baryons (made of 3 quarks, e.g., protons) and mesons (made of a quark-antiquark pair, e.g., pions)?",Define baryons and their quark structure|Define mesons and their quark structure|Classify hadrons into baryons/mesons|Give examples of each type,"Baryons: 3 quarks (p, n, Λ, Σ, Ξ, Ω)|Mesons: quark-antiquark (π, K, η, ρ)|Proton: uud quarks|Pion: ud̄ quarks"
,3.2.1.5c,particle_interactions,3.2.1 Particle Physics & Interactions,Paper 1,atom,Baryon number conservation,Can you define baryon number and apply its conservation to determine if a particle interaction is possible?,Define baryon number for particles|Apply baryon number conservation|Check if interactions are allowed|Distinguish baryons from other particles,"Baryons: B = +1 (p, n, Λ, etc.)|Antibaryons: B = -1 (p̄, n̄, Λ̄, etc.)|Mesons and leptons: B = 0|Total baryon number conserved in interactions"
,3.2.1.5d,particle_interactions,3.2.1 Particle Physics & Interactions,Paper 1,atom,Lepton number conservation,"Can you define the three types of lepton number (electron, muon, tau) and apply their conservation to analyze particle interactions?",Define electron lepton number (Lₑ)|Define muon lepton number (Lμ)|Define tau lepton number (Lτ)|Apply lepton number conservation,"e⁻, νₑ: Lₑ = +1; e⁺, ν̄ₑ: Lₑ = -1|μ⁻, νμ: Lμ = +1; μ⁺, ν̄μ: Lμ = -1|τ⁻, ντ: Lτ = +1; τ⁺, ν̄τ: Lτ = -1|Each lepton number conserved separately"
,3.2.1.5e,particle_interactions,3.2.1 Particle Physics & Interactions,Paper 1,atom,Strange particles,Do you understand the concept of strangeness for particles containing strange quarks? Can you explain why strange particles are created in pairs via the strong interaction but decay via the weak interaction?,Define strangeness quantum number|Explain strange particle properties|Understand pair production of strange particles|Explain decay via weak interaction,"Strange quarks: S = -1|Kaons, Lambda particles contain strange quarks|Strong interaction: strangeness conserved|Weak interaction: strangeness can change"
,3.2.1.6a,particle_interactions,3.2.1 Particle Physics & Interactions,Paper 1,atom,Quark properties,"Can you state the charge, baryon number, and strangeness of up, down, and strange quarks and their antiquarks?",State properties of up quarks|State properties of down quarks|State properties of strange quarks|Compare quarks with antiquarks,"Up: Q = +2/3, B = +1/3, S = 0|Down: Q = -1/3, B = +1/3, S = 0|Strange: Q = -1/3, B = +1/3, S = -1|Antiquarks: opposite signs"
,3.2.1.6b,particle_interactions,3.2.1 Particle Physics & Interactions,Paper 1,atom,Quark combinations,"Can you determine the quark composition of protons, neutrons, and various types of pions and kaons?",Determine quark composition of baryons|Determine quark composition of mesons|Check charge conservation in combinations|Verify baryon number conservation,"Proton: uud (+2/3 -1/3 +2/3 = +1)|Neutron: udd (+2/3 -1/3 -1/3 = 0)|π⁺: ud̄, π⁻: ūd, π⁰: uū or dd̄|K⁺: us̄, K⁻: ūs, K⁰: ds̄"
,3.2.1.7a,particle_interactions,3.2.1 Particle Physics & Interactions,Paper 1,atom,Conservation law applications,"Can you apply all the conservation laws (charge, baryon number, lepton numbers, strangeness) together to predict whether a proposed particle interaction or decay can occur?",Apply charge conservation|Apply baryon number conservation|Apply lepton number conservation|Apply strangeness conservation rules,"Check: Q, B, Lₑ, Lμ, Lτ, S before and after|Strong/EM: all conserved|Weak: strangeness can change by ±1|Impossible if any law violated"
,3.2.2.1a,quantum_phenomena,3.2.2 Quantum Phenomena,Paper 1,zap,Threshold frequency,"Can you explain the photoelectric effect and why there is a minimum 'threshold' frequency of incident light required to eject electrons from a metal surface, a key piece of evidence for the particle nature of light?",Explain photoelectric effect phenomenon|Define threshold frequency|Relate to particle nature of light|Explain why classical wave theory fails,No electrons emitted below threshold frequency|Immediate emission above threshold|KE of electrons independent of intensity|Evidence for photon model of light
,3.2.2.1b,quantum_phenomena,3.2.2 Quantum Phenomena,Paper 1,zap,Work function and stopping potential,Can you define the work function (φ) as the minimum energy required to remove an electron from a surface? Can you explain how a 'stopping potential' can be used to measure the maximum kinetic energy of the photoelectrons?,Define work function|Explain stopping potential concept|Relate stopping potential to max KE|Understand energy threshold,Work function: minimum energy to remove electron|Typical values: 2-6 eV for metals|Stopping potential: eVₛ = KEₘₐₓ|Different metals have different work functions
,3.2.2.1c,quantum_phenomena,3.2.2 Quantum Phenomena,Paper 1,zap,Photoelectric equation,"Can you use Einstein's photoelectric equation, hf = φ + Eₖ(max), to solve problems involving photon energy, work function, and the maximum kinetic energy of photoelectrons?",Apply Einstein's photoelectric equation|Calculate photon energy from frequency|Find maximum kinetic energy|Solve for threshold frequency,hf = φ + KEₘₐₓ|Threshold: hf₀ = φ|KEₘₐₓ = hf - φ|Graph: KEₘₐₓ vs f gives straight line
,3.2.2.2a,quantum_phenomena,3.2.2 Quantum Phenomena,Paper 1,zap,Ionisation and excitation,Can you describe how electrons in an atom can be moved to higher energy levels (excitation) or removed completely (ionisation) by absorbing energy from a photon or a colliding electron?,Define excitation process|Define ionisation process|Explain energy requirements|Compare photon vs electron collisions,Excitation: electron moves to higher level|Ionisation: electron removed completely|Ionisation energy > excitation energy|Hydrogen: 13.6 eV ionisation energy
,3.2.2.2b,quantum_phenomena,3.2.2 Quantum Phenomena,Paper 1,zap,Electron volt conversions,"Are you confident in converting energy values between Joules (J) and electronvolts (eV), and do you know when it is appropriate to use each unit?",Convert between J and eV|Know when to use each unit|Understand eV definition|Handle calculations in both units,"1 eV = 1.6 × 10⁻¹⁹ J|Use eV for atomic/nuclear energies|Use J for macroscopic energies|1 keV = 10³ eV, 1 MeV = 10⁶ eV"
,3.2.2.3a,quantum_phenomena,3.2.2 Quantum Phenomena,Paper 1,zap,Line spectra,"Can you explain how emission and absorption line spectra are produced? How do they provide evidence for the existence of discrete, quantized energy levels within atoms?",Explain emission spectra formation|Explain absorption spectra formation|Relate to quantized energy levels|Compare continuous and line spectra,"Emission: electron falls, photon emitted|Absorption: electron jumps up, photon absorbed|Discrete lines → discrete energy levels|Each element has unique spectrum"
,3.2.2.3b,quantum_phenomena,3.2.2 Quantum Phenomena,Paper 1,zap,Energy level transitions,Can you use the relationship hf = E₁ - E₂ to calculate the frequency or wavelength of the photon emitted or absorbed when an electron transitions between two energy levels?,Apply energy level transition formula|Calculate photon frequency|Calculate photon wavelength|Identify spectral series,"hf = E₁ - E₂ (energy difference)|Higher energy → lower energy: emission|Lower energy → higher energy: absorption|Hydrogen: Lyman, Balmer, Paschen series"
,3.2.2.4a,quantum_phenomena,3.2.2 Quantum Phenomena,Paper 1,zap,de Broglie wavelength,"Can you describe the concept of wave-particle duality and use the de Broglie equation, λ = h/p = h/mv, to calculate the wavelength of a particle like an electron?",Explain wave-particle duality|Apply de Broglie equation|Calculate particle wavelength|Understand when wave nature is significant,λ = h/p = h/mv|All particles have wave properties|Significant for small particles|Electron at 1 keV: λ ≈ 0.04 nm
,3.2.2.4b,quantum_phenomena,3.2.2 Quantum Phenomena,Paper 1,zap,Electron diffraction,"Can you describe the experimental evidence for the wave nature of electrons, such as the diffraction patterns observed when electrons are passed through a thin graphite crystal?",Describe electron diffraction experiments|Explain diffraction pattern formation|Relate to wave nature of electrons|Compare with light diffraction,Davisson-Germer experiment|Electron beam through graphite crystal|Diffraction rings observed|Similar to X-ray diffraction patterns
